	control.B1	control.B2	experimental.B7	experimental.B8
26S proteasome regulatory subunit rpn2FUNC-367	1	0	0	0
26S proteasome regulatory subunit Rpn2FUNC-368	1	0	0	0
26S proteasome regulatory subunit Rpn2, putativeFUNC-369	2	0	0	0
26S proteasome regulatory subunit S10B homolog B-like, partialFUNC-370	0	1	0	0
26S proteasome regulatory subunit T1FUNC-371	1	0	0	0
26S proteasome regulatory subunit T2FUNC-372	1	0	1	0
26S proteasome regulatory subunit T5FUNC-373	0	0	2	0
26S proteasome subunit P45FUNC-374	2	1	0	1
26S proteasome subunit RPN7-domain-containing proteinFUNC-375	0	0	0	1
26S proteasome subunit rpt4FUNC-376	2	0	0	0
27S pre-rRNA (guanosine2922-2'-O)-methyltransferaseFUNC-377	0	0	5	12
28 kDa heat- and acid-stable phosphoprotein-likeFUNC-378	0	0	0	1
28 kDa ribonucleoprotein, chloroplastic-likeFUNC-379	42	34	1	0
28S ribosomal protein S29, mitochondrialFUNC-380	5	0	0	0
29 kDa ribonucleoprotein A, chloroplasticFUNC-381	15	4	0	0
29 kDa ribonucleoprotein A, chloroplastic isoform X2FUNC-382	1	0	0	0
2OG-Fe(II) oxygenaseFUNC-383	4	8	1	1
3-(3-hydroxyphenyl)propionate hydroxylaseFUNC-384	0	2	0	0
3-alpha-(or 20-beta)-hydroxysteroid dehydrogenaseFUNC-385	0	1	0	0
3-alpha-hydroxysteroid dehydrogenaseFUNC-386	1	6	0	1
3-beta hydroxysteroid dehydrogenaseFUNC-387	0	3	0	1
3-carboxy-cis,cis-mucoante lactonizing enzymeFUNC-388	1	0	0	0
3-carboxy-cis,cis-muconate cycloisomeraseFUNC-389	0	5	0	0
3-carboxymuconate cyclaseFUNC-390	1	0	0	0
3-dehydroquinate dehydrataseFUNC-391	14	7	0	0
3-dehydroquinate synthaseFUNC-392	51	35	2	3
3-dehydroquinate synthase IIFUNC-393	1	3	0	0
3-dehydroquinate synthase II family proteinFUNC-394	3	0	0	0
3-dehydroquinate synthase, chloroplasticFUNC-395	16	1	0	0
3-dehydroquinate synthase, partialFUNC-396	1	0	1	0
3-dehydroshikimate dehydrataseFUNC-397	1	0	0	0
3-dehydroshikimate dehydratase-likeFUNC-398	0	0	0	1
3-dehydrosphinganine reductaseFUNC-399	3	0	2	8
3-dehydrosphinganine reductase TSC10A-likeFUNC-400	4	0	0	0
3-deoxy-7-phosphoheptulonate synthaseFUNC-401	20	18	1	2
3-deoxy-7-phosphoheptulonate synthase ARO3FUNC-402	0	0	1	6
3-deoxy-7-phosphoheptulonate synthase ARO4FUNC-403	10	0	7	14
3-deoxy-7-phosphoheptulonate synthase class IIFUNC-404	17	13	0	0
3-deoxy-7-phosphoheptulonate synthase, partialFUNC-405	2	0	2	1
3-deoxy-8-phosphooctulonate synthaseFUNC-406	13	0	0	2
3-deoxy-8-phosphooctulonate synthase, partialFUNC-407	1	0	0	0
3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 02FUNC-408	5	0	0	0
3-deoxy-D-manno-2-octulosonate transferaseFUNC-409	0	8	0	0
3-deoxy-D-manno-octulosonate 8-phosphate phosphataseFUNC-410	6	3	0	0
3-deoxy-D-manno-octulosonic acid transferaseFUNC-411	21	27	0	0
3-deoxy-D-manno-octulosonic acid transferase, partialFUNC-412	4	0	0	0
3-deoxy-manno-octulosonate cytidylyltransferaseFUNC-413	10	11	0	2
3-deoxy-manno-octulosonate cytidylyltransferase, mitochondrialFUNC-414	0	0	1	0
3-deoxy-manno-octulosonate cytidylyltransferase, partialFUNC-415	2	0	0	0
3-hydroxy acid dehydrogenase/malonic semialdehyde reductaseFUNC-416	0	6	0	0
3-hydroxy-2-methylbutyryl-CoA dehydrogenaseFUNC-417	4	14	3	0
3-hydroxy-3-methylglutaryl CoA synthaseFUNC-418	0	2	0	0
3-hydroxy-3-methylglutaryl-coenzyme A reductase-likeFUNC-419	3	2	0	0
3-hydroxyacylFUNC-420	13	11	1	0
3-hydroxyacyl-ACP dehydrataseFUNC-421	0	3	0	0
3-hydroxyacyl-CoA dehydrogenaseFUNC-422	63	79	4	6
3-hydroxyacyl-CoA dehydrogenase family proteinFUNC-423	0	6	0	0
3-hydroxyacyl-CoA dehydrogenase NAD-bindingFUNC-424	2	0	0	0
3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing proteinFUNC-425	2	5	0	0
3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family proteinFUNC-426	2	8	0	0
3-hydroxyanthranilate 3,4-dioxygenaseFUNC-427	0	0	1	7
3-hydroxybutyrate dehydrogenaseFUNC-428	6	5	0	0
3-hydroxybutyrate dehydrogenase, partialFUNC-429	0	1	0	0
3-hydroxybutyryl-CoA dehydrataseFUNC-430	1	1	0	0
3-hydroxybutyryl-CoA dehydrogenaseFUNC-431	17	19	1	2
3-hydroxyisobutyrate dehydrogenaseFUNC-432	6	10	0	2
3-hydroxyisobutyryl-CoA hydrolaseFUNC-433	2	27	2	2
3-hydroxyisobutyryl-CoA hydrolase mitochondrial precursorFUNC-434	0	0	1	0
3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-likeFUNC-435	0	1	0	0
3-hydroxyisobutyryl-CoA hydrolase, partialFUNC-436	0	11	0	0
3-isopropylmalate dehydrataseFUNC-437	2	0	1	5
3-isopropylmalate dehydratase large subunitFUNC-438	11	29	2	7
3-isopropylmalate dehydratase large subunit, chloroplastic-likeFUNC-439	7	0	0	0
3-isopropylmalate dehydratase large subunit, chloroplastic-like isoform X2FUNC-440	3	0	0	0
3-isopropylmalate dehydratase large subunit, partialFUNC-441	0	14	0	0
3-isopropylmalate dehydratase LEU1FUNC-442	9	2	4	27
3-isopropylmalate dehydratase small subunitFUNC-443	10	25	2	0
3-isopropylmalate dehydratase small subunit 1-likeFUNC-444	19	9	0	0
3-isopropylmalate dehydratase small subunit, partialFUNC-445	0	0	1	0
3-isopropylmalate dehydratase, partialFUNC-446	0	3	0	0
3-isopropylmalate dehydratase, putativeFUNC-447	1	0	0	0
3-isopropylmalate dehydrogenaseFUNC-448	45	23	6	2
3-keto-5-aminohexanoate cleavage enzymeFUNC-449	0	1	0	0
3-keto-5-aminohexanoate cleavage proteinFUNC-450	12	12	0	0
3-keto-L-gulonate-6-phosphate decarboxylaseFUNC-451	10	3	0	0
3-keto-steroid reductaseFUNC-452	8	0	3	11
3-ketoacyl-ACP reductaseFUNC-453	5	0	0	0
3-ketoacyl-ACP reductase, partialFUNC-454	8	0	0	0
3-ketoacyl-CoA ketothiolaseFUNC-455	1	0	0	0
3-ketoacyl-CoA synthase 11-likeFUNC-456	1	0	0	0
3-ketoacyl-CoA synthase 4FUNC-457	1	0	0	0
3-ketoacyl-CoA thiolaseFUNC-458	0	5	1	0
3-ketoacyl-CoA thiolase 1FUNC-459	0	0	1	0
3-ketoacyl-CoA thiolase 2, peroxisomalFUNC-460	0	2	0	0
3-ketoacyl-CoA thiolase A, peroxisomalFUNC-461	0	0	1	0
3-ketoacyl-CoA thiolase, partialFUNC-462	1	0	2	0
3-ketoacyl-CoA thiolase, peroxisomalFUNC-463	0	0	0	1
3-ketoacyl-CoA thiolase, peroxisomal-likeFUNC-464	0	1	0	0
3-ketodihydrosphingosine reductase tsc10FUNC-465	0	0	0	1
3-ketodihydrosphingosine reductase, Tsc10FUNC-466	1	0	0	0
3-ketosteroid reductaseFUNC-467	0	0	1	0
3-ketosteroid-9-alpha-hydroxylaseFUNC-468	4	5	0	0
3-mercaptopyruvate sulfurtransferaseFUNC-469	4	0	0	0
3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alphaFUNC-470	1	3	0	1
3-methyl-2-oxobutanoate hydroxymethyltransferaseFUNC-471	10	17	1	2
3-methyl-2-oxobutanoate hydroxymethyltransferase 1, mitochondrialFUNC-472	1	0	0	0
3-methyl-2-oxobutanoate hydroxymethyltransferase, partialFUNC-473	0	1	0	0
3-methyladenine DNA glycosylaseFUNC-474	11	7	3	2
3-methyladenine DNA glycosylase 2FUNC-475	0	3	0	0
3-methyladenine DNA glycosylase, partialFUNC-476	2	0	0	0
3-methylcrotonyl-CoA carboxylaseFUNC-477	14	0	0	2
3-methylcrotonyl-CoA carboxylase beta subunitFUNC-478	0	0	0	1
3-methylcrotonyl-CoA carboxylase subunit alphaFUNC-479	5	0	0	0
3-octaprenyl-4-hydroxybenzoate carboxy-lyaseFUNC-480	3	6	0	0
3-oxo-5-alpha-steroid 4-dehydrogenaseFUNC-481	2	1	0	2
3-oxo-5-alpha-steroid 4-dehydrogenase 1FUNC-482	0	5	0	0
3-oxo-Delta(4,5)-steroid 5-beta-reductase-likeFUNC-483	0	1	0	0
3-oxoacid CoA-transferaseFUNC-484	6	10	0	0
3-oxoacid CoA-transferase subunit AFUNC-485	0	0	1	0
3-oxoacylFUNC-486	27	17	2	4
3-oxoacyl-(acyl-carrier-protein) reductaseFUNC-487	0	0	3	1
3-oxoacyl-ACP reductaseFUNC-488	28	49	4	2
3-oxoacyl-ACP synthaseFUNC-489	40	28	5	4
3-oxoacyl-ACP synthase IFUNC-490	0	3	0	0
3-oxoacyl-ACP synthase I, partialFUNC-491	0	0	1	1
3-oxoacyl-ACP synthase IIIFUNC-492	3	0	0	1
3-oxoacyl-ACP synthase, partialFUNC-493	3	0	0	0
3-oxoadipate CoA-transferaseFUNC-494	3	5	0	0
3-oxoadipate CoA-transferase, partialFUNC-495	1	0	0	0
3-oxoadipate enol-lactonaseFUNC-496	3	3	0	1
3-oxoadipate--succinyl-CoA transferase subunit AFUNC-497	0	0	0	1
3-oxoadipyl-CoA thiolaseFUNC-498	0	2	0	0
3-oxosteroid 1-dehydrogenaseFUNC-499	1	0	0	0
3-phosphoglycerate dehydrogenaseFUNC-500	3	7	0	2
3-phosphoglycerate kinaseFUNC-501	1	2	0	0
3-phosphoinositide dependent protein kinase-1FUNC-502	2	0	1	0
3-phosphoserine/phosphohydroxythreonine aminotransferaseFUNC-503	1	0	0	1
3-phosphoshikimate 1-carboxyvinyltransferaseFUNC-504	47	33	1	0
3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic-likeFUNC-505	1	0	0	0
3-phosphoshikimate 1-carboxyvinyltransferase, partialFUNC-506	1	3	0	0
3-phytase AFUNC-507	0	0	0	1
3-polyprenyl-4-hydroxybenzoate decarboxylaseFUNC-508	0	0	0	1
3,2-TRANS-ENOYL-COA isomeraseFUNC-509	1	0	0	0
3,4-dihydroxy 2-butanone 4-phosphate synthaseFUNC-510	3	0	0	0
3,4-dihydroxy-2-butanone 4-phosphate synthaseFUNC-511	0	1	0	0
3,4-dihydroxy-2-butanone 4-phosphate synthase-likeFUNC-512	0	0	0	1
3,4-dihydroxy-2-butanone-4-phosphate synthaseFUNC-513	6	14	1	0
3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3FUNC-514	17	0	4	36
3,4-dihydroxy-2-butanone-4-phosphate synthase, partialFUNC-515	0	6	0	0
3,4-dihydroxyphenylacetate 2,3-dioxygenaseFUNC-516	0	0	0	1
3,4-dioxygenase subunit betaFUNC-517	0	1	0	0
3,4-dioxygenase subunit beta, partialFUNC-518	0	3	0	0
3' exoribonuclease family, domain 1 domain containing proteinFUNC-519	0	0	0	1
3'-5' DNA helicaseFUNC-520	1	0	1	3
3'-5' exonucleaseFUNC-521	15	15	0	1
3'-5' exonuclease eri1-likeFUNC-522	11	4	0	1
3'-5' exonuclease, partialFUNC-523	11	3	0	0
3'-5' poly(A) RNA exonucleaseFUNC-524	1	1	1	2
3'-5'-exodeoxyribonucleaseFUNC-525	4	7	0	2
3'-phosphoadenosine 5'-phosphataseFUNC-526	0	0	1	0
3',5'-cyclic-AMP phosphodiesteraseFUNC-527	0	0	0	1
3',5'-cyclic-nucleotide phosphodiesteraseFUNC-528	3	0	0	0
3',5'-cyclic-nucleotide phosphodiesterase PDE1FUNC-529	1	1	3	5
3',5'-cyclic-nucleotide phosphodiesterase PDE2FUNC-530	1	0	7	4
3'(2'), 5'-bisphosphate nucleotidaseFUNC-531	2	0	0	0
3'(2'),5'-bisphosphate nucleotidaseFUNC-532	9	2	4	1
3'(2'),5'-bisphosphate nucleotidase CysQFUNC-533	8	6	1	2
3'(2'),5'-bisphosphate nucleotidase CysQ, partialFUNC-534	0	4	0	0
3(2),5 -bisphosphate nucleotidase HAL2FUNC-535	2	0	0	0
30 kDa heat shock proteinFUNC-536	2	0	1	2
30-kDa cleavage and polyadenylation specificity factor 30FUNC-537	0	5	0	0
30S ribosomal protein S1FUNC-538	45	69	14	8
30S ribosomal protein S1, chloroplasticFUNC-539	2	0	0	0
30S ribosomal protein S1, partialFUNC-540	20	17	12	22
30S ribosomal protein S10FUNC-541	7	5	2	0
30S ribosomal protein S10, partialFUNC-542	1	16	2	6
30S ribosomal protein S11FUNC-543	20	7	1	0
30S ribosomal protein S11, partialFUNC-544	14	6	9	8
30S ribosomal protein S12FUNC-545	9	20	1	0
30S ribosomal protein S12 methylthiotransferase RimOFUNC-546	11	14	2	2
30S ribosomal protein S12 methylthiotransferase RimO, partialFUNC-547	0	2	0	0
30S ribosomal protein S12, partialFUNC-548	1	2	0	0
30S ribosomal protein S13FUNC-549	7	16	3	5
30S ribosomal protein S13, partialFUNC-550	7	6	1	0
30S ribosomal protein S13p/S18e, partialFUNC-551	3	0	3	2
30S ribosomal protein S14FUNC-552	10	0	1	1
30S ribosomal protein S14p/S29eFUNC-553	0	1	0	0
30S ribosomal protein S15FUNC-554	12	6	0	1
30S ribosomal protein S16FUNC-555	9	15	2	2
30S ribosomal protein S17FUNC-556	2	6	1	2
30S ribosomal protein S17, partialFUNC-557	6	2	0	0
30S ribosomal protein S18FUNC-558	4	3	0	0
30S ribosomal protein S19FUNC-559	8	2	0	0
30S ribosomal protein S19, partialFUNC-560	0	1	0	3
30S ribosomal protein S19eFUNC-561	0	6	0	0
30S ribosomal protein S2FUNC-562	31	21	6	3
30S ribosomal protein S2, partialFUNC-563	8	7	4	4
30S ribosomal protein S20FUNC-564	1	9	0	0
30S ribosomal protein S21FUNC-565	6	2	1	1
30S ribosomal protein S24eFUNC-566	5	0	0	0
30S ribosomal protein S28eFUNC-567	0	4	0	0
30S ribosomal protein S3FUNC-568	12	36	6	0
30S ribosomal protein S3, partialFUNC-569	9	4	8	8
30S ribosomal protein S31, chloroplasticFUNC-570	1	0	0	0
30S ribosomal protein S3aeFUNC-571	2	0	0	0
30S ribosomal protein S4FUNC-572	20	18	2	4
30S ribosomal protein S4, partialFUNC-573	7	1	4	3
30S ribosomal protein S4eFUNC-574	3	2	0	0
30S ribosomal protein S5FUNC-575	17	11	14	8
30S ribosomal protein S5, partialFUNC-576	0	7	0	0
30S ribosomal protein S6FUNC-577	7	4	1	4
30S ribosomal protein S6, partialFUNC-578	5	1	9	5
30S ribosomal protein S7FUNC-579	14	4	2	6
30S ribosomal protein S7, partialFUNC-580	5	1	2	4
30S ribosomal protein S8FUNC-581	14	16	6	6
30S ribosomal protein S8, partialFUNC-582	8	0	0	1
30S ribosomal protein S8eFUNC-583	0	1	0	0
30S ribosomal protein S9FUNC-584	16	3	0	0
30S ribosomal protein S9, partialFUNC-585	11	8	0	0
30S small subunit ribosomal protein S19eFUNC-586	1	0	0	0
37S ribosomal protein NAM9, mitochondrialFUNC-587	2	0	0	1
37S ribosomal protein S18, mitochondrial-likeFUNC-588	1	0	0	0
37S ribosomal protein S25, mitochondrialFUNC-589	0	0	1	0
37S ribosomal protein S35, mitochondrial-likeFUNC-590	0	0	1	0
37S ribosomal protein subunit sws2, mitochondrialFUNC-591	1	0	0	0
39S ribosomal protein L15, mitochondrial-likeFUNC-592	1	0	0	0
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)FUNC-593	20	13	0	0
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing), partialFUNC-594	17	37	0	0
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinaseFUNC-595	44	12	2	2
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase, partialFUNC-596	0	6	0	0
4-alpha-glucanotransferaseFUNC-597	52	37	0	1
4-alpha-glucanotransferase, partialFUNC-598	3	4	0	2
4-amino-4-deoxy-L-arabinose lipid A transferaseFUNC-599	0	3	0	0
4-amino-4-deoxy-L-arabinose-phospho-UDP flippaseFUNC-600	4	0	0	0
4-amino-4-deoxychorismate lyase, partialFUNC-601	8	12	0	0
4-amino-4-deoxychorismate synthaseFUNC-602	6	0	3	7
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthaseFUNC-603	1	8	0	4
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase-likeFUNC-604	2	2	1	1
4-aminobutyrate aminotransferas-like proteinFUNC-605	0	0	1	0
4-aminobutyrate aminotransferaseFUNC-606	1	5	0	2
4-aminobutyrate transaminaseFUNC-607	26	8	4	21
4-aminobutyrate--2-oxoglutarate transaminaseFUNC-608	1	2	0	0
4-aminobutyrate--2-oxoglutarate transaminase, partialFUNC-609	6	7	0	0
4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylaseFUNC-610	3	0	0	0
4-carboxymuconolactone decarboxylaseFUNC-611	2	7	0	0
4-chlorobenzoate--CoA ligaseFUNC-612	0	4	0	0
4-coumarate--CoA ligase 2-likeFUNC-613	3	0	0	0
4-coumarate--CoA ligase-like 5FUNC-614	2	0	0	0
4-coumarate-CoA ligaseFUNC-615	0	1	0	0
4-coumarate-CoA ligase 2FUNC-616	1	0	0	0
4-coumarate-CoA ligase-like proteinFUNC-617	0	0	0	2
4-demethylwyosine synthase TYW1FUNC-618	0	1	0	0
4-diphosphocytidyl-2C-methyl-D-erythritol kinaseFUNC-619	1	0	0	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthaseFUNC-620	31	26	0	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplasticFUNC-621	3	2	0	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, partialFUNC-622	0	5	0	0
4-hydroxy-3-methylbut-2-enyl diphosphate reductaseFUNC-623	10	30	1	2
4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplasticFUNC-624	3	0	0	0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase, partialFUNC-625	13	3	0	0
4-hydroxy-tetrahydrodipicolinate reductaseFUNC-626	17	17	1	1
4-hydroxy-tetrahydrodipicolinate reductase, partialFUNC-627	0	1	0	0
4-hydroxy-tetrahydrodipicolinate synthaseFUNC-628	6	41	3	5
4-hydroxy-tetrahydrodipicolinate synthase, partialFUNC-629	10	23	0	0
4-hydroxyacetophenone monooxygenaseFUNC-630	0	4	3	2
4-hydroxybenzoate 3-monooxygenaseFUNC-631	1	26	0	1
4-hydroxybenzoate octaprenyltransferaseFUNC-632	9	40	2	3
4-hydroxybenzoate polyprenyltransferaseFUNC-633	12	6	1	0
4-hydroxybenzoyl-CoA thioesteraseFUNC-634	1	4	0	0
4-hydroxybutyrate dehydrogenaseFUNC-635	0	16	0	0
4-hydroxyphenyl-beta-ketoacyl-CoA hydrolaseFUNC-636	2	0	0	0
4-hydroxyphenylacetate 3-hydroxylaseFUNC-637	2	0	0	0
4-hydroxyphenylpyruvate dioxygenaseFUNC-638	8	10	1	0
4-hydroxyphenylpyruvate dioxygenase, partialFUNC-639	0	1	2	0
4-hydroxythreonine-4-phosphate dehydrogenase PdxAFUNC-640	4	5	1	1
4-hydroxythreonine-4-phosphate dehydrogenase PdxA, partialFUNC-641	0	4	0	0
4-nitrophenylphosphataseFUNC-642	0	1	4	28
4-oxalocrotonate tautomeraseFUNC-643	0	8	0	0
4-oxalomesaconate tautomeraseFUNC-644	0	4	0	0
4-phosphoerythronate dehydrogenaseFUNC-645	0	3	0	1
4-phosphopantetheinyl transferaseFUNC-646	0	2	0	0
4,5-DOPA dioxygenase extradiolFUNC-647	0	4	0	0
4'-phosphopantetheinyl transferaseFUNC-648	4	1	0	1
40S ribosomal protein S0FUNC-649	103	10	30	55
40S ribosomal protein S0-AFUNC-650	5	0	0	0
40s ribosomal protein s1FUNC-651	1	0	1	2
40S ribosomal protein S1FUNC-652	38	15	4	14
40S ribosomal protein S10FUNC-653	0	0	0	1
40S ribosomal protein S10-1FUNC-654	1	0	0	0
40S ribosomal protein S10-1 isoform X1FUNC-655	1	0	0	0
40S ribosomal protein S10-1-likeFUNC-656	2	5	0	0
40S ribosomal protein S10-1-like isoform X1FUNC-657	2	0	0	0
40S ribosomal protein S10-3-likeFUNC-658	1	1	0	0
40S ribosomal protein S10-AFUNC-659	1	0	0	0
40S ribosomal protein S10-A-likeFUNC-660	1	0	1	1
40S ribosomal protein S11FUNC-661	10	0	2	1
40S ribosomal protein S11-likeFUNC-662	0	0	0	1
40S ribosomal protein S12FUNC-663	6	5	4	13
40S ribosomal protein S12-likeFUNC-664	6	3	0	0
40S ribosomal protein S13FUNC-665	10	3	3	12
40S ribosomal protein S13-likeFUNC-666	1	0	0	0
40S ribosomal protein S13-like, partialFUNC-667	0	1	0	0
40S ribosomal protein s14FUNC-668	1	0	0	1
40S ribosomal protein S14FUNC-669	15	5	4	11
40S ribosomal protein S14 isoform X1FUNC-670	6	1	0	0
40S ribosomal protein S14 TPHA_0A02600FUNC-671	2	0	0	0
40s ribosomal protein S15FUNC-672	2	0	0	0
40S ribosomal protein S15FUNC-673	8	2	0	0
40S ribosomal protein S15-4FUNC-674	1	0	0	0
40S ribosomal protein S15-likeFUNC-675	0	3	0	2
40S ribosomal protein S15-like, partialFUNC-676	6	0	0	0
40S ribosomal protein S15, partialFUNC-677	0	1	0	0
40S ribosomal protein S15aFUNC-678	1	5	1	1
40S ribosomal protein S15a-1-likeFUNC-679	1	0	0	0
40S ribosomal protein S16FUNC-680	34	36	2	8
40S ribosomal protein S16 TPHA_0G02060FUNC-681	0	0	2	0
40S ribosomal protein S16-AFUNC-682	2	2	1	9
40S ribosomal protein S16-likeFUNC-683	3	0	0	0
40S ribosomal protein S17FUNC-684	8	2	2	5
40S ribosomal protein S17-3, partialFUNC-685	1	0	0	0
40S ribosomal protein S18FUNC-686	10	0	0	0
40S ribosomal protein S18 isoform X2FUNC-687	3	0	0	0
40S ribosomal protein S18-likeFUNC-688	0	0	2	1
40S ribosomal protein S18-like isoform X2FUNC-689	3	1	0	0
40S ribosomal protein S18-like, partialFUNC-690	3	0	0	0
40S ribosomal protein S18, partialFUNC-691	0	2	1	2
40S ribosomal protein S19FUNC-692	3	0	0	0
40S ribosomal protein S19-3FUNC-693	1	0	0	0
40S ribosomal protein S19-3-likeFUNC-694	2	0	0	0
40S ribosomal protein S19-likeFUNC-695	1	0	1	1
40S ribosomal protein S2FUNC-696	40	57	10	20
40S ribosomal protein S2-2, partialFUNC-697	3	0	0	0
40S ribosomal protein S2-3FUNC-698	4	0	0	0
40S ribosomal protein S2-3-likeFUNC-699	0	3	0	0
40S ribosomal protein S2-4FUNC-700	7	6	0	0
40S ribosomal protein S2-4-likeFUNC-701	7	6	0	0
40S ribosomal protein S2-4-like, partialFUNC-702	4	5	0	0
40S ribosomal protein s2, partialFUNC-703	1	0	0	0
40S ribosomal protein S2, partialFUNC-704	1	0	0	0
40s ribosomal protein s20FUNC-705	0	0	0	1
40S ribosomal protein S20FUNC-706	11	0	7	21
40S ribosomal protein S20-2FUNC-707	5	0	0	2
40S ribosomal protein S20-2 isoform X2FUNC-708	1	2	0	0
40S ribosomal protein S20-2-likeFUNC-709	11	0	0	0
40S ribosomal protein S20-likeFUNC-710	0	2	1	2
40S ribosomal protein S21FUNC-711	3	0	4	3
40S ribosomal protein S21 (CRP7)FUNC-712	0	1	1	3
40S ribosomal protein S21-2-like isoform X1FUNC-713	3	0	0	0
40s ribosomal protein s22FUNC-714	4	1	2	6
40S ribosomal protein S22FUNC-715	54	5	10	20
40S ribosomal protein S22-BFUNC-716	0	2	1	2
40S ribosomal protein S23FUNC-717	71	21	17	46
40S ribosomal protein S23-2-likeFUNC-718	1	0	0	0
40S ribosomal protein S23-likeFUNC-719	6	1	2	0
40S ribosomal protein S23, partialFUNC-720	4	0	2	1
40s ribosomal protein s24FUNC-721	1	0	3	2
40S ribosomal protein S24FUNC-722	6	0	1	0
40S ribosomal protein S24 TPHA_0P00700FUNC-723	0	0	2	1
40S ribosomal protein S24-AFUNC-724	1	1	0	1
40S ribosomal protein s25FUNC-725	0	0	0	2
40S ribosomal protein S25FUNC-726	12	3	3	10
40S ribosomal protein S25-2FUNC-727	6	0	1	0
40s ribosomal protein s26FUNC-728	0	1	1	4
40S ribosomal protein S26FUNC-729	5	8	2	0
40S ribosomal protein S26 TPHA_0H00360FUNC-730	163	18	35	182
40S ribosomal protein S26-3FUNC-731	12	12	0	0
40S ribosomal protein S26-3-likeFUNC-732	6	0	0	0
40S ribosomal protein S26-BFUNC-733	0	0	1	0
40S ribosomal protein S26EFUNC-734	1	0	0	0
40S ribosomal protein S27FUNC-735	1	1	2	4
40S ribosomal protein S27-2-likeFUNC-736	12	5	0	1
40S ribosomal protein S27-BFUNC-737	1	0	0	0
40s ribosomal protein s28FUNC-738	2	1	2	1
40S ribosomal protein S28FUNC-739	6	2	7	19
40S ribosomal protein S29FUNC-740	3	2	1	1
40S ribosomal protein S29 TPHA_0B00790FUNC-741	1	0	0	1
40S ribosomal protein S29-AFUNC-742	1	1	5	3
40S ribosomal protein S29-likeFUNC-743	8	0	0	0
40S ribosomal protein S3FUNC-744	1	0	4	2
40S ribosomal protein S3-1 isoform X5FUNC-745	2	0	0	0
40S ribosomal protein S3-3-likeFUNC-746	12	0	0	2
40S ribosomal protein S30FUNC-747	1	2	0	3
40S ribosomal protein S30-likeFUNC-748	3	0	0	1
40S ribosomal protein S3aFUNC-749	4	0	0	0
40S ribosomal protein S3a-1FUNC-750	1	0	0	0
40S ribosomal protein S3a-2FUNC-751	3	0	0	0
40S ribosomal protein S3a-likeFUNC-752	5	0	0	0
40S ribosomal protein S3a, putativeFUNC-753	0	0	0	1
40S ribosomal protein S3aEFUNC-754	14	7	9	14
40S ribosomal protein S3aE-AFUNC-755	1	0	0	2
40S ribosomal protein S4FUNC-756	68	6	10	8
40S ribosomal protein S4 TPHA_0B00260FUNC-757	1	0	2	0
40S ribosomal protein S4-AFUNC-758	0	1	0	2
40S ribosomal protein S4-likeFUNC-759	4	1	1	3
40S ribosomal protein S4, partialFUNC-760	4	0	0	0
40S ribosomal protein S4, putativeFUNC-761	1	0	0	2
40s ribosomal protein s5FUNC-762	1	0	0	0
40S ribosomal protein S5FUNC-763	45	7	8	18
40S ribosomal protein S5-BFUNC-764	2	1	2	8
40s ribosomal protein s6FUNC-765	1	0	0	2
40S ribosomal protein S6FUNC-766	1	0	6	1
40S ribosomal protein S6-BFUNC-767	0	0	2	0
40S ribosomal protein S6-likeFUNC-768	3	2	0	1
40S ribosomal protein S6-like, partialFUNC-769	4	0	1	2
40S ribosomal protein S7FUNC-770	3	0	0	2
40S ribosomal protein S7-likeFUNC-771	3	2	4	5
40S ribosomal protein S8FUNC-772	3	5	0	7
40S ribosomal protein S8 isoform X2FUNC-773	1	0	0	0
40S ribosomal protein S8-AFUNC-774	0	0	1	2
40S ribosomal protein S8-BFUNC-775	8	0	1	2
40S ribosomal protein S9FUNC-776	14	6	3	7
40S ribosomal protein S9-2-likeFUNC-777	8	0	0	0
40S ribosomal protein SAFUNC-778	22	8	2	2
40S ribosomal protein SA-likeFUNC-779	0	2	0	0
40S ribosomal protein-like protein S2FUNC-780	2	6	1	3
41 kDa peptidyl-prolyl cis-trans isomeraseFUNC-781	0	2	0	0
4a-hydroxytetrahydrobiopterin dehydrataseFUNC-782	1	0	0	3
