	control.B5	control.B6	experimental.B11	experimental.B12
ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast)FUNC-31175	4	0	1	0
ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (mitochondrion)FUNC-31176	0	1	1	0
ribulose-bisphosphate carboxylaseFUNC-31177	1	0	0	0
ribulose-phosphate 3-epimeraseFUNC-31178	14	104	2	15
ribulose-phosphate 3-epimerase RPE1FUNC-31179	6	0	4	0
ribulose-phosphate 3-epimerase, partialFUNC-31180	1	1	0	0
Ribulose-phosphate binding barrelFUNC-31181	1	0	1	0
Ric1FUNC-31182	0	0	1	0
Ric1pFUNC-31183	5	0	3	0
ricin B-like lectin R40G3FUNC-31184	0	0	1	0
Rid family detoxifying hydrolaseFUNC-31185	1	0	0	1
RidA family proteinFUNC-31186	3	46	3	5
RidA family protein, partialFUNC-31187	1	2	0	0
RidA/YER057c/UK114 family proteinFUNC-31188	0	0	0	4
Rie1pFUNC-31189	70	7	48	0
Rieske (2Fe-2S) proteinFUNC-31190	0	4	2	7
Rieske 2Fe-2S domain-containing proteinFUNC-31191	0	0	0	1
Rif2pFUNC-31192	2	0	1	0
rifampin ADP-ribosyl transferaseFUNC-31193	1	0	0	0
right-handed parallel beta-helix repeat-containing proteinFUNC-31194	24	103	1	4
right-handed parallel beta-helix repeat-containing protein, partialFUNC-31195	2	12	0	3
Rim101FUNC-31196	1	1	2	0
Rim13pFUNC-31197	7	0	4	0
Rim15FUNC-31198	9	7	5	0
Rim1pFUNC-31199	5	1	1	0
Rim2FUNC-31200	5	0	4	0
Rim20pFUNC-31201	12	0	1	0
Rim21FUNC-31202	3	1	0	0
Rim21pFUNC-31203	19	2	9	0
Rim2pFUNC-31204	3	0	1	0
Rim4FUNC-31205	52	103	69	2
RIM4-like proteinFUNC-31206	13	21	6	0
Rim4pFUNC-31207	208	304	248	14
Rim8FUNC-31208	27	35	30	4
RIM8-like proteinFUNC-31209	0	1	0	0
Rim8pFUNC-31210	86	189	92	41
RIM9-like proteinFUNC-31211	1	0	0	0
Rim9pFUNC-31212	34	5	11	0
RimJ/RimL family protein N-acetyltransferaseFUNC-31213	0	5	0	0
RimK family alpha-L-glutamate ligaseFUNC-31214	1	3	0	13
RimK-like ATP-grasp domain proteinFUNC-31215	0	5	0	0
RimK/LysX family proteinFUNC-31216	1	3	0	0
RinA family phage transcriptional regulatorFUNC-31217	0	22	0	0
RING finger and transmembrane domain-containing protein 2-likeFUNC-31218	1	0	0	0
RING Zn finger-containing proteinFUNC-31219	1	0	0	0
RING-14 proteinFUNC-31220	0	21	0	0
ring-cleaving dioxygenaseFUNC-31221	2	8	0	2
RING-H2 domain core subunit of multiple ubiquitin ligase complexesFUNC-31222	0	1	0	0
RING-H2 finger protein ATL48-likeFUNC-31223	0	6	0	0
RING-H2 finger protein ATL74-likeFUNC-31224	0	0	1	0
ring-hydroxylating oxygenase subunit alphaFUNC-31225	0	10	0	0
RIO kinase 1FUNC-31226	5	0	0	0
Rio1FUNC-31227	0	3	0	0
Rio2FUNC-31228	5	0	7	0
RIP metalloprotease RsePFUNC-31229	4	44	0	15
RIP metalloprotease RseP, partialFUNC-31230	2	1	0	2
Rip1FUNC-31231	119	24	129	0
RIP1-like proteinFUNC-31232	21	6	16	0
ripening-induced protein 1-like precursorFUNC-31233	3	0	2	0
ripening-related protein-likeFUNC-31234	7	0	2	0
RiPP maturation radical SAM protein 1FUNC-31235	2	0	0	0
Rit1FUNC-31236	1	0	0	0
Rix1 complex componentFUNC-31237	1	0	0	0
Rix1pFUNC-31238	4	0	5	0
RIX7-like proteinFUNC-31239	2	0	0	0
Rkm5FUNC-31240	0	0	2	0
RL15_NEUCR 60S ribosomal protein L15FUNC-31241	1	0	0	0
Rlf2pFUNC-31242	14	0	2	0
Rli1FUNC-31243	7	1	1	0
RLI1-like proteinFUNC-31244	7	2	1	0
Rlm1FUNC-31245	4	5	3	0
RLM1-like proteinFUNC-31246	6	0	3	0
Rlm1pFUNC-31247	23	11	51	0
RlmE family RNA methyltransferaseFUNC-31248	1	13	0	7
RLP24-like proteinFUNC-31249	1	0	1	0
Rlp7FUNC-31250	4	1	1	0
RLP7-like proteinFUNC-31251	0	0	1	0
Rlp7pFUNC-31252	6	0	6	0
RluA family pseudouridine synthaseFUNC-31253	6	77	4	18
RLX protein, partialFUNC-31254	0	2	0	0
RMD1-like proteinFUNC-31255	1	0	4	0
Rmd1pFUNC-31256	7	0	3	0
Rmd5FUNC-31257	8	5	4	0
RMD5-like proteinFUNC-31258	5	1	7	0
Rmd6pFUNC-31259	1	0	0	0
Rmd8FUNC-31260	1	0	1	0
RMD8-like proteinFUNC-31261	0	0	1	0
Rmd8pFUNC-31262	11	5	14	0
Rmd9FUNC-31263	0	0	1	0
Rmd9pFUNC-31264	48	8	19	0
Rme1pFUNC-31265	16	3	8	0
Rmi1pFUNC-31266	16	2	18	0
Rml2FUNC-31267	9	0	6	0
RML2-like proteinFUNC-31268	0	0	3	0
RmlC-like cupinFUNC-31269	0	0	2	3
RMND5B proteinFUNC-31270	0	2	0	0
Rmp1pFUNC-31271	3	0	0	0
Rmr1FUNC-31272	1	0	0	0
Rmr1pFUNC-31273	23	9	6	1
RNA 2',3'-cyclic phosphodiesteraseFUNC-31274	0	31	0	0
RNA 3'-phosphate cyclaseFUNC-31275	0	3	0	0
RNA 3'-terminal phosphate cyclaseFUNC-31276	0	6	0	0
RNA 3'-terminal phosphate cyclase-like proteinFUNC-31277	0	6	0	0
RNA binding effector protein Scp160FUNC-31278	0	7	0	0
RNA binding protein Jsn1FUNC-31279	0	0	1	0
RNA chaperone HfqFUNC-31280	0	4	0	0
RNA degradosome polyphosphate kinaseFUNC-31281	41	152	4	24
RNA degradosome polyphosphate kinase, partialFUNC-31282	0	6	0	0
RNA exonucleaseFUNC-31283	162	15	152	0
RNA exonuclease 1FUNC-31284	0	0	0	7
RNA exonuclease 1 homologFUNC-31285	3	5	0	0
RNA exonuclease 4FUNC-31286	0	13	0	0
RNA exonuclease NGL2FUNC-31287	1	0	1	17
RNA export factor GLE2FUNC-31288	11	0	12	0
RNA helicaseFUNC-31289	61	167	27	30
RNA helicase, partialFUNC-31290	23	126	0	17
RNA lariat debranching enzymeFUNC-31291	1	1	3	0
RNA ligaseFUNC-31292	0	0	1	0
RNA ligase (ATP)FUNC-31293	0	0	0	3
RNA ligase family proteinFUNC-31294	0	2	0	0
RNA ligase RtcB family proteinFUNC-31295	0	3	0	0
RNA ligase, T4 RnlA familyFUNC-31296	0	4	0	0
RNA methylaseFUNC-31297	0	1	0	0
RNA methylation protein TRM112FUNC-31298	16	1	15	0
RNA methyltransferaseFUNC-31299	17	88	17	8
RNA methyltransferase RsmD familyFUNC-31300	2	0	0	0
RNA methyltransferase TrmHFUNC-31301	2	0	0	0
RNA methyltransferase, partialFUNC-31302	0	2	0	0
RNA polymeraseFUNC-31303	10	3	0	0
RNA polymerase alpha subunit (chloroplast)FUNC-31304	0	0	2	0
RNA polymerase beta subunit (chloroplast)FUNC-31305	1	1	0	0
RNA polymerase beta' subunit (chloroplast)FUNC-31306	0	2	0	0
RNA polymerase beta'' subunit (chloroplast)FUNC-31307	0	6	1	2
RNA polymerase beta'' subunit (plastid)FUNC-31308	1	0	0	1
RNA polymerase betasubunit (chloroplast)FUNC-31309	0	1	0	0
RNA polymerase ECF-type sigma factor SigDFUNC-31310	0	1	0	0
RNA polymerase factor sigma-32FUNC-31311	2	26	0	4
RNA polymerase factor sigma-54FUNC-31312	1	17	0	5
RNA polymerase factor sigma-70FUNC-31313	0	0	1	0
RNA polymerase I largest subunitFUNC-31314	1	0	0	0
RNA polymerase I specific initiation factorFUNC-31315	0	1	0	0
RNA polymerase I-specific transcription initiation factor RRN3FUNC-31316	0	5	0	0
RNA polymerase I-specific transcription initiation factor RRN7FUNC-31317	4	0	0	0
RNA polymerase II C-terminal domain phosphatase-like 2 isoform X1FUNC-31318	0	0	1	0
RNA polymerase II C-terminal domain phosphatase-like 2 isoform X4FUNC-31319	1	0	0	0
RNA polymerase II subunit A C-terminal domain phosphataseFUNC-31320	5	0	2	0
RNA polymerase II subunit B1 CTD phosphatase RTR1FUNC-31321	3	0	2	0
RNA polymerase II transcription factor B subunit 3-likeFUNC-31322	0	1	0	0
RNA polymerase II transcriptional coactivator KIWI-likeFUNC-31323	1	0	0	0
RNA polymerase II-associated factor 1FUNC-31324	0	0	0	2
RNA polymerase II-associated protein 1FUNC-31325	0	5	0	0
RNA polymerase III-inhibiting protein MAF1FUNC-31326	9	0	4	0
RNA polymerase III, subunit C17FUNC-31327	0	0	2	0
RNA polymerase rpb6FUNC-31328	0	0	1	0
RNA polymerase sigma factorFUNC-31329	9	73	0	22
RNA polymerase sigma factor FliAFUNC-31330	1	27	0	2
RNA polymerase sigma factor RpoDFUNC-31331	10	61	2	31
RNA polymerase sigma factor RpoD family proteinFUNC-31332	0	1	0	0
RNA polymerase sigma factor RpoD, partialFUNC-31333	6	32	2	4
RNA polymerase sigma factor RpoEFUNC-31334	1	35	1	13
RNA polymerase sigma factor RpoHFUNC-31335	0	14	2	7
RNA polymerase sigma factor RpoSFUNC-31336	1	5	1	1
RNA polymerase sigma factor RpoS, partialFUNC-31337	2	1	2	0
RNA polymerase sigma factor SigBFUNC-31338	12	21	0	8
RNA polymerase sigma factor SigB, partialFUNC-31339	1	0	0	0
RNA polymerase sigma factor SigCFUNC-31340	2	3	0	0
RNA polymerase sigma factor SigDFUNC-31341	0	2	1	0
RNA polymerase sigma factor SigEFUNC-31342	5	2	0	0
RNA polymerase sigma factor SigJFUNC-31343	3	0	0	0
RNA polymerase sigma factor SigWFUNC-31344	0	2	0	0
RNA polymerase sigma factor, partialFUNC-31345	6	44	0	0
RNA polymerase sigma-54 factorFUNC-31346	3	12	2	10
RNA polymerase sigma-70 factorFUNC-31347	1	7	1	0
RNA polymerase sigma-F factorFUNC-31348	0	2	0	0
RNA polymerase sigma-H factor AlgUFUNC-31349	1	0	0	0
RNA polymerase sigma24 factorFUNC-31350	0	6	0	0
RNA polymerase specificity factorFUNC-31351	1	0	8	0
RNA polymerase sporulation sigma factor SigEFUNC-31352	0	2	0	0
RNA polymerase sporulation sigma factor SigFFUNC-31353	0	4	0	0
RNA polymerase sporulation sigma factor SigGFUNC-31354	1	6	0	0
RNA polymerase sporulation sigma factor SigHFUNC-31355	1	1	0	0
RNA polymerase sporulation sigma factor SigKFUNC-31356	0	5	0	0
RNA polymerase subunit sigmaFUNC-31357	19	38	6	20
RNA polymerase subunit sigma-24FUNC-31358	5	56	2	46
RNA polymerase subunit sigma-70FUNC-31359	12	79	0	1
RNA polymerase subunit sigma, partialFUNC-31360	1	2	0	0
RNA polymerase-associated protein CTR9FUNC-31361	2	14	0	0
RNA polymerase-associated protein LEO1FUNC-31362	3	0	0	0
RNA polymerase-associated protein RapAFUNC-31363	2	0	1	0
RNA polymerase-associated protein RTF1FUNC-31364	1	2	0	0
RNA polymerase-binding ATPaseFUNC-31365	0	10	1	2
RNA polymerase-binding ATPase, partialFUNC-31366	2	0	0	0
RNA polymerase-binding protein DksAFUNC-31367	0	19	0	4
RNA polymerase-binding protein RbpAFUNC-31368	2	4	0	0
RNA polymerase-binding transcription factor, partialFUNC-31369	0	0	0	2
RNA polymerase, partialFUNC-31370	0	1	0	0
RNA pseudouridine synthaseFUNC-31371	7	32	0	0
RNA pyrophosphohydrolaseFUNC-31372	1	33	1	1
RNA pyrophosphohydrolase, partialFUNC-31373	1	0	0	0
RNA recognition motif 1 in vertebrate serine/arginine-rich splicing factorFUNC-31374	0	0	1	0
RNA recognition motif domain containing proteinFUNC-31375	0	0	1	0
RNA recognition motif domain proteinFUNC-31376	1	15	0	0
RNA-binding ATPase activator ESF2FUNC-31377	4	0	4	0
RNA-binding domain-containing proteinFUNC-31378	3	2	0	9
RNA-binding domain-containing protein, partialFUNC-31379	1	0	0	0
RNA-binding G protein effector of mating response pathwayFUNC-31380	0	0	1	0
RNA-binding GTPase NUG1FUNC-31381	13	0	6	0
RNA-binding KH domain-containing protein RCF3FUNC-31382	0	5	0	0
RNA-binding post-transcriptional regulator cip2-likeFUNC-31383	0	1	0	0
RNA-binding proteinFUNC-31384	19	84	1	24
RNA-binding protein 1-like isoform X2FUNC-31385	1	0	1	0
RNA-binding protein 8AFUNC-31386	0	2	0	0
RNA-binding protein HfqFUNC-31387	1	0	0	0
RNA-binding protein LSM5FUNC-31388	7	0	4	0
RNA-binding protein MRN1FUNC-31389	1	0	0	0
RNA-binding protein MusashiFUNC-31390	1	0	0	0
RNA-binding protein NOB1FUNC-31391	0	0	1	0
RNA-binding protein PNO1FUNC-31392	1	0	0	3
RNA-binding protein POP5FUNC-31393	4	0	0	0
RNA-binding protein S1FUNC-31394	0	4	0	0
RNA-binding protein S4FUNC-31395	1	15	3	1
RNA-binding protein with serine-rich domain 1-like proteinFUNC-31396	0	3	0	0
RNA-binding protein Y14FUNC-31397	0	0	1	0
RNA-binding protein YRA1FUNC-31398	82	6	39	0
RNA-binding protein, partialFUNC-31399	0	1	0	0
RNA-binding ribosome biosynthesis protein MAK21FUNC-31400	9	0	6	0
RNA-binding ribosome biosynthesis protein MRD1FUNC-31401	11	0	5	0
RNA-binding RNA processing protein NOP9FUNC-31402	9	0	1	0
RNA-binding RNA processing protein RPP1FUNC-31403	6	0	0	0
RNA-binding signal recognition particle subunit SEC65FUNC-31404	2	0	0	0
RNA-binding signal recognition particle subunit SRP14FUNC-31405	12	0	7	0
RNA-binding signal recognition particle subunit SRP54FUNC-31406	100	3	77	0
RNA-binding snoRNP assembly proteinFUNC-31407	16	2	26	0
RNA-binding transcriptional accessory proteinFUNC-31408	12	114	5	8
RNA-binding transcriptional accessory protein, partialFUNC-31409	0	0	0	1
RNA-dependent ATPase DBP3FUNC-31410	2	3	3	0
RNA-dependent ATPase HCA4FUNC-31411	6	0	14	0
RNA-dependent ATPase ROK1FUNC-31412	6	0	2	0
RNA-dependent DNA polymeraseFUNC-31413	0	5	0	2
RNA-dependent RNA polymeraseFUNC-31414	0	4	0	0
RNA-directed DNA polymeraseFUNC-31415	0	12	0	13
RNA-directed DNA polymerase, partialFUNC-31416	0	8	0	0
RNA-DNA hybrid ribonucleaseFUNC-31417	12	2	11	1
RNA-guided endonuclease TnpB family proteinFUNC-31418	2	17	0	0
RNA-guided endonuclease TnpB family protein, partialFUNC-31419	0	6	1	2
RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5FUNC-31420	1	2	0	0
RNA-processing protein PTA1FUNC-31421	28	3	15	0
RNA-processing protein REF2FUNC-31422	4	1	10	0
RNA-splicing ligase RtcBFUNC-31423	2	47	0	0
Rna14FUNC-31424	8	0	6	0
RNA14-like proteinFUNC-31425	0	0	1	0
Rna15pFUNC-31426	25	42	34	2
RNAase, partialFUNC-31427	0	4	0	0
RNase adaptor protein RapZFUNC-31428	8	72	1	9
RNase H type IIFUNC-31429	0	8	0	0
RNase J family beta-CASP ribonucleaseFUNC-31430	7	62	1	0
RNase J family beta-CASP ribonuclease, partialFUNC-31431	1	0	0	0
RNase P/RNase MRP complex subunitFUNC-31432	4	1	2	0
RNB domain-containing proteinFUNC-31433	0	3	0	0
RNB domain-containing ribonucleaseFUNC-31434	3	72	2	1
RNB-domain-containing proteinFUNC-31435	1	0	0	0
RND family efflux transporter MFP subunitFUNC-31436	0	5	0	0
RND superfamily exporterFUNC-31437	0	6	0	0
RND transporterFUNC-31438	25	156	3	60
RND transporter MFP subunitFUNC-31439	1	0	0	0
RND transporter MFP subunit, partialFUNC-31440	0	1	0	0
RND transporter, partialFUNC-31441	0	2	0	1
RnfH family proteinFUNC-31442	0	5	0	0
Rnh201FUNC-31443	1	0	0	0
RNH201-like proteinFUNC-31444	1	0	0	0
Rnh202pFUNC-31445	9	1	10	0
Rnh203pFUNC-31446	3	0	0	0
Rnh70pFUNC-31447	11	0	4	0
RNI-like proteinFUNC-31448	2	0	0	0
Rnp1pFUNC-31449	4	1	6	0
Rnq1FUNC-31450	3	3	1	0
Rnr1FUNC-31451	16	0	10	0
RNR1-like proteinFUNC-31452	0	0	1	0
Rnr2FUNC-31453	25	3	10	0
RNR2-like proteinFUNC-31454	33	0	7	0
Rnr3FUNC-31455	1	0	0	0
RNR3-like proteinFUNC-31456	6	0	1	0
Rnr4FUNC-31457	19	4	20	0
Rnt1FUNC-31458	2	0	2	0
rod shape-determining proteinFUNC-31459	2	60	1	13
rod shape-determining protein MreBFUNC-31460	0	9	0	0
rod shape-determining protein MreB, partialFUNC-31461	1	0	0	0
rod shape-determining protein MreCFUNC-31462	2	29	0	9
rod shape-determining protein MreC, partialFUNC-31463	1	0	0	0
rod shape-determining protein MreDFUNC-31464	1	6	0	2
rod shape-determining protein RodAFUNC-31465	2	41	2	0
rod shape-determining protein RodA, partialFUNC-31466	0	1	0	0
rod shape-determining protein, partialFUNC-31467	3	1	0	0
rod-binding proteinFUNC-31468	0	6	0	0
Rod1FUNC-31469	1	0	1	0
ROD1-like proteinFUNC-31470	0	0	1	0
Rod1pFUNC-31471	36	5	10	0
Rof1pFUNC-31472	3	0	3	0
Rog1FUNC-31473	1	1	2	0
Rog3FUNC-31474	0	0	1	0
Rog3pFUNC-31475	54	9	27	0
ROK family proteinFUNC-31476	10	40	1	8
ROK family protein, partialFUNC-31477	3	12	0	0
ROK family transcriptional regulatorFUNC-31478	23	94	1	21
ROK family transcriptional regulator, partialFUNC-31479	0	3	0	0
Rok1FUNC-31480	1	0	0	0
Rom1FUNC-31481	2	0	3	0
Rom2FUNC-31482	11	2	5	0
ROM2-like proteinFUNC-31483	7	0	4	0
Roq1pFUNC-31484	34	2	77	0
Rossmann-fold NAD(P)(+)-binding proteinFUNC-31485	0	2	0	0
Rot1FUNC-31486	5	0	8	0
ROT1-like proteinFUNC-31487	3	1	0	0
Rot1pFUNC-31488	68	3	33	1
Rot2FUNC-31489	1	0	0	0
rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial-likeFUNC-31490	0	1	1	0
Rox1FUNC-31491	0	0	7	0
Rox1pFUNC-31492	15	0	19	0
Rox3FUNC-31493	1	0	1	0
Rox3pFUNC-31494	29	1	17	0
Roy1pFUNC-31495	15	3	5	0
RPA12-like proteinFUNC-31496	2	0	0	0
Rpa135FUNC-31497	13	6	9	0
RPA135-like proteinFUNC-31498	12	0	5	0
Rpa14FUNC-31499	0	0	4	0
RPA14-like proteinFUNC-31500	1	0	0	0
Rpa190FUNC-31501	8	3	4	0
RPA190-like proteinFUNC-31502	7	0	0	0
Rpa34FUNC-31503	1	0	0	0
RPA49-like proteinFUNC-31504	1	0	0	0
RPB10-like proteinFUNC-31505	5	1	5	0
Rpb11FUNC-31506	17	2	21	1
Rpb2FUNC-31507	14	0	7	0
RPB2-like proteinFUNC-31508	12	0	7	0
Rpb3FUNC-31509	2	0	1	0
Rpb4FUNC-31510	3	6	8	1
RPB4-like proteinFUNC-31511	0	2	3	0
Rpb5FUNC-31512	0	0	1	0
RPB7-like proteinFUNC-31513	2	0	1	0
Rpb8FUNC-31514	2	0	3	0
RPB8-like proteinFUNC-31515	3	0	1	0
Rpb9FUNC-31516	2	0	0	0
RPB9-like proteinFUNC-31517	9	2	7	1
Rpc19FUNC-31518	9	0	6	0
Rpc25FUNC-31519	1	0	0	0
RPC25-like proteinFUNC-31520	0	0	1	0
RPC34-like proteinFUNC-31521	3	0	0	0
Rpc37FUNC-31522	1	0	1	0
RPC37-like proteinFUNC-31523	0	0	4	0
Rpc40FUNC-31524	9	3	2	0
Rpc53FUNC-31525	2	0	4	0
RPC82-like proteinFUNC-31526	1	0	1	0
Rpd3FUNC-31527	9	0	11	0
RPD3-like proteinFUNC-31528	20	0	9	0
Rpd3L histone deacetylase complex subunit DEP1FUNC-31529	17	0	27	0
Rpe1FUNC-31530	4	0	6	0
RPE1-like proteinFUNC-31531	2	0	0	0
Rpf1FUNC-31532	6	1	3	0
RPF1-like proteinFUNC-31533	0	0	3	0
Rpf2FUNC-31534	2	0	1	0
Rpg1FUNC-31535	8	0	2	0
RPG1-like proteinFUNC-31536	1	0	0	0
Rph1FUNC-31537	26	0	18	0
RPH1-like proteinFUNC-31538	2	2	5	0
Rph1pFUNC-31539	67	8	40	0
Rpi1FUNC-31540	2	0	5	0
Rpi1pFUNC-31541	12	3	9	0
RpiR family transcriptional regulatorFUNC-31542	0	1	0	1
RPL10-like proteinFUNC-31543	34	12	8	0
RPL11A-like proteinFUNC-31544	0	0	2	0
Rpl11bFUNC-31545	6	1	7	0
Rpl12bFUNC-31546	7	0	5	0
RPL12B-like proteinFUNC-31547	6	0	0	0
RPL13A-like proteinFUNC-31548	0	0	1	0
Rpl13bFUNC-31549	10	0	3	0
RPL14A-like proteinFUNC-31550	9	1	4	0
Rpl14bFUNC-31551	21	0	12	0
RPL15A-like proteinFUNC-31552	3	1	3	0
Rpl16aFUNC-31553	9	0	5	0
RPL16A-like proteinFUNC-31554	4	0	4	0
RPL16B-like proteinFUNC-31555	2	0	0	0
Rpl17aFUNC-31556	10	0	12	0
RPL17A-like proteinFUNC-31557	5	5	4	0
Rpl17bFUNC-31558	1	5	1	0
RPL17B-like proteinFUNC-31559	1	0	0	0
Rpl18aFUNC-31560	2	2	2	0
RPL19B-like proteinFUNC-31561	25	2	24	0
Rpl1bFUNC-31562	9	4	6	0
RPL20A-like proteinFUNC-31563	1	0	2	0
Rpl21aFUNC-31564	39	4	25	0
RPL21A-like proteinFUNC-31565	0	0	2	0
Rpl21bFUNC-31566	1	0	2	0
RPL21B-like proteinFUNC-31567	4	0	2	0
Rpl22aFUNC-31568	1	0	0	0
RPL23A-like proteinFUNC-31569	8	0	8	0
Rpl23bFUNC-31570	6	0	3	0
Rpl24aFUNC-31571	9	0	10	0
RPL24A-like proteinFUNC-31572	0	0	1	0
Rpl24bFUNC-31573	3	0	5	0
Rpl26bFUNC-31574	11	0	3	0
RPL26B-like proteinFUNC-31575	11	0	6	0
Rpl27bFUNC-31576	23	1	11	0
RPL27B-like proteinFUNC-31577	1	0	0	0
Rpl28FUNC-31578	27	18	8	0
RPL28-like proteinFUNC-31579	42	1	31	0
RPL29-like proteinFUNC-31580	0	0	2	0
RPL2A-like proteinFUNC-31581	5	0	5	0
RPL2B-like proteinFUNC-31582	7	0	12	0
Rpl3FUNC-31583	23	1	7	0
RPL3-like proteinFUNC-31584	2	0	4	0
Rpl31aFUNC-31585	2	0	0	0
RPL31A-like proteinFUNC-31586	0	0	2	0
RPL31B-like proteinFUNC-31587	3	0	0	0
Rpl32FUNC-31588	7	0	4	0
Rpl33aFUNC-31589	24	16	24	0
RPL33A-like proteinFUNC-31590	2	0	3	0
RPL33B-like proteinFUNC-31591	1	0	10	0
Rpl35aFUNC-31592	29	6	25	0
Rpl36aFUNC-31593	1	0	0	0
RPL36A-like proteinFUNC-31594	2	0	0	0
RPL36B-like proteinFUNC-31595	1	0	0	0
Rpl37aFUNC-31596	1	0	4	0
RPL37A-like proteinFUNC-31597	1	0	0	0
RPL38-like proteinFUNC-31598	0	0	3	0
Rpl39FUNC-31599	4	0	0	0
Rpl42aFUNC-31600	5	0	5	0
RPL42A-like proteinFUNC-31601	0	0	3	0
RPL43A-like proteinFUNC-31602	4	0	0	0
Rpl4bFUNC-31603	37	3	25	0
Rpl5FUNC-31604	13	0	5	0
RPL5-like proteinFUNC-31605	3	0	0	0
Rpl6aFUNC-31606	11	0	6	0
RPL6A-like proteinFUNC-31607	0	0	1	0
Rpl6bFUNC-31608	1	0	1	0
Rpl8aFUNC-31609	8	0	4	0
RPL8B-like proteinFUNC-31610	5	0	2	0
Rpl9aFUNC-31611	0	0	1	0
Rpl9bFUNC-31612	0	0	1	0
RplB family lipoproteinFUNC-31613	0	1	0	0
Rpm2FUNC-31614	4	0	7	0
Rpn1FUNC-31615	128	25	77	0
RPN1-like proteinFUNC-31616	19	2	14	0
Rpn10FUNC-31617	36	4	29	0
RPN10-like proteinFUNC-31618	13	1	14	0
RPN11-like proteinFUNC-31619	16	0	16	0
Rpn12FUNC-31620	5	0	6	0
Rpn14pFUNC-31621	7	0	1	0
Rpn2FUNC-31622	69	4	64	0
rpn2-26s proteasome regulatory subunitFUNC-31623	0	4	0	0
RPN2-like proteinFUNC-31624	37	4	22	0
Rpn3FUNC-31625	27	5	20	0
Rpn3_C-domain-containing proteinFUNC-31626	0	1	0	0
RPN3-like proteinFUNC-31627	2	0	0	0
Rpn4FUNC-31628	1	1	6	0
RPN4-like proteinFUNC-31629	3	0	6	0
Rpn5FUNC-31630	4	2	21	0
RPN5-like proteinFUNC-31631	3	1	5	0
Rpn6FUNC-31632	124	8	66	0
RPN6-like proteinFUNC-31633	44	5	38	1
Rpn7FUNC-31634	12	3	6	0
RPN7-like proteinFUNC-31635	20	0	3	0
Rpn8FUNC-31636	25	4	17	0
RPN8-like proteinFUNC-31637	12	7	24	1
Rpn9FUNC-31638	1	0	1	0
RPN9-like proteinFUNC-31639	1	0	2	0
Rpo21FUNC-31640	62	5	10	0
RPO21-like proteinFUNC-31641	96	13	48	0
Rpo26FUNC-31642	0	0	1	0
Rpo31FUNC-31643	26	3	9	0
RPO31-like proteinFUNC-31644	13	1	7	0
Rpo41FUNC-31645	8	2	5	0
RPO41-like proteinFUNC-31646	2	3	5	0
RpoH suppressor, partialFUNC-31647	0	1	0	0
Rpp0FUNC-31648	15	0	11	0
Rpp1FUNC-31649	0	0	1	0
RPP1-like proteinFUNC-31650	1	0	0	0
Rpp1aFUNC-31651	6	0	2	0
RPP1A-like proteinFUNC-31652	2	0	3	0
Rpp1bFUNC-31653	2	0	5	0
Rpp2bFUNC-31654	13	3	14	0
Rps0aFUNC-31655	3	0	1	0
RPS0A-like proteinFUNC-31656	2	0	6	1
Rps0bFUNC-31657	3	2	2	0
RPS0B-like proteinFUNC-31658	1	7	4	0
Rps10bFUNC-31659	6	0	3	0
RPS10B-like proteinFUNC-31660	2	0	1	0
RPS11A-like proteinFUNC-31661	7	0	5	0
RPS12-like proteinFUNC-31662	28	0	31	0
Rps13FUNC-31663	0	0	1	0
Rps14aFUNC-31664	12	2	14	0
Rps15FUNC-31665	15	1	8	0
RPS15-like proteinFUNC-31666	29	3	21	0
Rps16bFUNC-31667	8	0	3	0
Rps17aFUNC-31668	2	0	1	0
RPS17B-like proteinFUNC-31669	5	1	9	0
Rps18aFUNC-31670	9	0	5	0
RPS18A-like proteinFUNC-31671	3	0	0	0
RPS18B-like proteinFUNC-31672	6	0	4	0
Rps19aFUNC-31673	7	0	3	0
RPS19B-like proteinFUNC-31674	2	0	0	0
Rps1aFUNC-31675	0	1	1	0
RPS1A-like proteinFUNC-31676	13	1	2	0
Rps1bFUNC-31677	2	0	1	0
RPS1B-like proteinFUNC-31678	3	3	0	0
Rps2FUNC-31679	9	0	2	0
RPS20-like proteinFUNC-31680	0	0	4	0
Rps21aFUNC-31681	3	0	1	0
RPS21A-like proteinFUNC-31682	0	0	3	0
Rps22aFUNC-31683	1	0	0	0
Rps22bFUNC-31684	0	0	1	0
Rps24aFUNC-31685	0	0	1	0
RPS24A-like proteinFUNC-31686	2	0	2	0
Rps25aFUNC-31687	13	0	5	0
RPS25B-like proteinFUNC-31688	14	1	5	0
Rps26aFUNC-31689	7	3	7	0
RPS26B-like proteinFUNC-31690	15	0	11	0
Rps29aFUNC-31691	1	0	2	0
Rps29bFUNC-31692	1	0	0	0
RPS29B-like proteinFUNC-31693	0	0	1	0
Rps3FUNC-31694	13	1	8	0
rps3 (mitochondrion)FUNC-31695	0	2	0	0
RPS3-like proteinFUNC-31696	9	0	2	0
RPS31-like proteinFUNC-31697	2	0	4	0
Rps4bFUNC-31698	15	0	6	0
